,Unnamed: 0,data_id,context,response_num,response,context_last,rake_phrases
31,0,20,"believe it or not , tea is the most popular beverage in the world after water .",0,"well , people from asia to europe all enjoy tea .","believe it or not , tea is the most popular beverage in the world after water .",enjoy tea; well; people; europe; asia
32,0,21,"believe it or not , tea is the most popular beverage in the world after water . _eos well , people from asia to europe all enjoy tea .",0,right .," well , people from asia to europe all enjoy tea .",right
33,0,21,"believe it or not , tea is the most popular beverage in the world after water . _eos well , people from asia to europe all enjoy tea .",1,and china is the homeland of tea .," well , people from asia to europe all enjoy tea .",tea; homeland; china
34,0,22,"believe it or not , tea is the most popular beverage in the world after water . _eos well , people from asia to europe all enjoy tea . _eos right . and china is the homeland of tea .",0,"yes , chinese people love drinking tea so much .", right . and china is the homeland of tea .,yes; much
35,0,22,"believe it or not , tea is the most popular beverage in the world after water . _eos well , people from asia to europe all enjoy tea . _eos right . and china is the homeland of tea .",1,some even claim they ca n't live without tea ., right . and china is the homeland of tea .,live without tea; even claim; ca n
36,0,23,"believe it or not , tea is the most popular beverage in the world after water . _eos well , people from asia to europe all enjoy tea . _eos right . and china is the homeland of tea . _eos yes , chinese people love drinking tea so much . some even claim they ca n't live without tea .",0,do you know there are several catagories of chinese tea ?," yes , chinese people love drinking tea so much . some even claim they ca n't live without tea .",several catagories; chinese tea; know
37,0,24,"believe it or not , tea is the most popular beverage in the world after water . _eos well , people from asia to europe all enjoy tea . _eos right . and china is the homeland of tea . _eos yes , chinese people love drinking tea so much . some even claim they ca n't live without tea . _eos do you know there are several catagories of chinese tea ?",0,"yes , i believe there are green teas , black teas and scented teas .", do you know there are several catagories of chinese tea ?,scented teas; green teas; black teas; yes; believe
38,0,24,"believe it or not , tea is the most popular beverage in the world after water . _eos well , people from asia to europe all enjoy tea . _eos right . and china is the homeland of tea . _eos yes , chinese people love drinking tea so much . some even claim they ca n't live without tea . _eos do you know there are several catagories of chinese tea ?",1,any others ?, do you know there are several catagories of chinese tea ?,others
39,0,25,"believe it or not , tea is the most popular beverage in the world after water . _eos well , people from asia to europe all enjoy tea . _eos right . and china is the homeland of tea . _eos yes , chinese people love drinking tea so much . some even claim they ca n't live without tea . _eos do you know there are several catagories of chinese tea ? _eos yes , i believe there are green teas , black teas and scented teas . any others ?",0,"well , have you ever heard of oulong tea and compressed tea ?"," yes , i believe there are green teas , black teas and scented teas . any others ?",oulong tea; ever heard; compressed tea; well
40,0,26,"believe it or not , tea is the most popular beverage in the world after water . _eos well , people from asia to europe all enjoy tea . _eos right . and china is the homeland of tea . _eos yes , chinese people love drinking tea so much . some even claim they ca n't live without tea . _eos do you know there are several catagories of chinese tea ? _eos yes , i believe there are green teas , black teas and scented teas . any others ? _eos well , have you ever heard of oulong tea and compressed tea ?",0,"oh , yeah ."," well , have you ever heard of oulong tea and compressed tea ?",yeah; oh
41,0,26,"believe it or not , tea is the most popular beverage in the world after water . _eos well , people from asia to europe all enjoy tea . _eos right . and china is the homeland of tea . _eos yes , chinese people love drinking tea so much . some even claim they ca n't live without tea . _eos do you know there are several catagories of chinese tea ? _eos yes , i believe there are green teas , black teas and scented teas . any others ? _eos well , have you ever heard of oulong tea and compressed tea ?",1,oulong tea is good for one 's health .," well , have you ever heard of oulong tea and compressed tea ?",oulong tea; one; health; good
42,0,26,"believe it or not , tea is the most popular beverage in the world after water . _eos well , people from asia to europe all enjoy tea . _eos right . and china is the homeland of tea . _eos yes , chinese people love drinking tea so much . some even claim they ca n't live without tea . _eos do you know there are several catagories of chinese tea ? _eos yes , i believe there are green teas , black teas and scented teas . any others ? _eos well , have you ever heard of oulong tea and compressed tea ?",2,is n't it ?," well , have you ever heard of oulong tea and compressed tea ?",n
43,0,27,"believe it or not , tea is the most popular beverage in the world after water . _eos well , people from asia to europe all enjoy tea . _eos right . and china is the homeland of tea . _eos yes , chinese people love drinking tea so much . some even claim they ca n't live without tea . _eos do you know there are several catagories of chinese tea ? _eos yes , i believe there are green teas , black teas and scented teas . any others ? _eos well , have you ever heard of oulong tea and compressed tea ? _eos oh , yeah . oulong tea is good for one 's health . is n't it ?",0,you surely know a lot about chinese tea .," oh , yeah . oulong tea is good for one 's health . is n't it ?",surely know; chinese tea; lot
44,0,28,"believe it or not , tea is the most popular beverage in the world after water . _eos well , people from asia to europe all enjoy tea . _eos right . and china is the homeland of tea . _eos yes , chinese people love drinking tea so much . some even claim they ca n't live without tea . _eos do you know there are several catagories of chinese tea ? _eos yes , i believe there are green teas , black teas and scented teas . any others ? _eos well , have you ever heard of oulong tea and compressed tea ? _eos oh , yeah . oulong tea is good for one 's health . is n't it ? _eos you surely know a lot about chinese tea .",0,"sure , i like drinking tea at teahouses .", you surely know a lot about chinese tea .,like drinking tea; teahouses; sure
45,0,29,"believe it or not , tea is the most popular beverage in the world after water . _eos well , people from asia to europe all enjoy tea . _eos right . and china is the homeland of tea . _eos yes , chinese people love drinking tea so much . some even claim they ca n't live without tea . _eos do you know there are several catagories of chinese tea ? _eos yes , i believe there are green teas , black teas and scented teas . any others ? _eos well , have you ever heard of oulong tea and compressed tea ? _eos oh , yeah . oulong tea is good for one 's health . is n't it ? _eos you surely know a lot about chinese tea . _eos sure , i like drinking tea at teahouses .",0,"oh , so do i ."," sure , i like drinking tea at teahouses .",oh
46,0,30,"believe it or not , tea is the most popular beverage in the world after water . _eos well , people from asia to europe all enjoy tea . _eos right . and china is the homeland of tea . _eos yes , chinese people love drinking tea so much . some even claim they ca n't live without tea . _eos do you know there are several catagories of chinese tea ? _eos yes , i believe there are green teas , black teas and scented teas . any others ? _eos well , have you ever heard of oulong tea and compressed tea ? _eos oh , yeah . oulong tea is good for one 's health . is n't it ? _eos you surely know a lot about chinese tea . _eos sure , i like drinking tea at teahouses . _eos oh , so do i .",0,why do n't we go for one now ?," oh , so do i .",one; n; go
47,0,31,"believe it or not , tea is the most popular beverage in the world after water . _eos well , people from asia to europe all enjoy tea . _eos right . and china is the homeland of tea . _eos yes , chinese people love drinking tea so much . some even claim they ca n't live without tea . _eos do you know there are several catagories of chinese tea ? _eos yes , i believe there are green teas , black teas and scented teas . any others ? _eos well , have you ever heard of oulong tea and compressed tea ? _eos oh , yeah . oulong tea is good for one 's health . is n't it ? _eos you surely know a lot about chinese tea . _eos sure , i like drinking tea at teahouses . _eos oh , so do i . _eos why do n't we go for one now ?",0,great ., why do n't we go for one now ?,great
48,0,31,"believe it or not , tea is the most popular beverage in the world after water . _eos well , people from asia to europe all enjoy tea . _eos right . and china is the homeland of tea . _eos yes , chinese people love drinking tea so much . some even claim they ca n't live without tea . _eos do you know there are several catagories of chinese tea ? _eos yes , i believe there are green teas , black teas and scented teas . any others ? _eos well , have you ever heard of oulong tea and compressed tea ? _eos oh , yeah . oulong tea is good for one 's health . is n't it ? _eos you surely know a lot about chinese tea . _eos sure , i like drinking tea at teahouses . _eos oh , so do i . _eos why do n't we go for one now ?",1,we can chat while enjoying a cup there ., why do n't we go for one now ?,enjoying; cup; chat
49,0,32,"believe it or not , tea is the most popular beverage in the world after water . _eos well , people from asia to europe all enjoy tea . _eos right . and china is the homeland of tea . _eos yes , chinese people love drinking tea so much . some even claim they ca n't live without tea . _eos do you know there are several catagories of chinese tea ? _eos yes , i believe there are green teas , black teas and scented teas . any others ? _eos well , have you ever heard of oulong tea and compressed tea ? _eos oh , yeah . oulong tea is good for one 's health . is n't it ? _eos you surely know a lot about chinese tea . _eos sure , i like drinking tea at teahouses . _eos oh , so do i . _eos why do n't we go for one now ? _eos great . we can chat while enjoying a cup there .",0,let 's go !, great . we can chat while enjoying a cup there .,let; go
50,0,33,what are your personal weaknesses ?,0,i 'm afraid i 'm a poor talker .,what are your personal weaknesses ?,poor talker; afraid
51,0,33,what are your personal weaknesses ?,1,i 'm not comfortable talking with the people whom i have just met for the first time .,what are your personal weaknesses ?,first time; comfortable talking; people; met
52,0,33,what are your personal weaknesses ?,2,"that is not very good for business , so i have been studying public speaking .",what are your personal weaknesses ?,studying public speaking; good; business
53,0,34,"what are your personal weaknesses ? _eos i 'm afraid i 'm a poor talker . i 'm not comfortable talking with the people whom i have just met for the first time . that is not very good for business , so i have been studying public speaking .",0,are you more of a leader or a follower ?," i 'm afraid i 'm a poor talker . i 'm not comfortable talking with the people whom i have just met for the first time . that is not very good for business , so i have been studying public speaking .",leader; follower
54,0,35,"what are your personal weaknesses ? _eos i 'm afraid i 'm a poor talker . i 'm not comfortable talking with the people whom i have just met for the first time . that is not very good for business , so i have been studying public speaking . _eos are you more of a leader or a follower ?",0,i do n't try to lead people ., are you more of a leader or a follower ?,lead people; try; n
55,0,35,"what are your personal weaknesses ? _eos i 'm afraid i 'm a poor talker . i 'm not comfortable talking with the people whom i have just met for the first time . that is not very good for business , so i have been studying public speaking . _eos are you more of a leader or a follower ?",1,"i 'd rather cooperate with everybody , and get the job done by working together .", are you more of a leader or a follower ?,working together; rather cooperate; job done; get; everybody
56,0,36,"what are your personal weaknesses ? _eos i 'm afraid i 'm a poor talker . i 'm not comfortable talking with the people whom i have just met for the first time . that is not very good for business , so i have been studying public speaking . _eos are you more of a leader or a follower ? _eos i do n't try to lead people . i 'd rather cooperate with everybody , and get the job done by working together .",0,do you think you can make yourself easily understood in english ?," i do n't try to lead people . i 'd rather cooperate with everybody , and get the job done by working together .",easily understood; think; make; english
57,0,37,"what are your personal weaknesses ? _eos i 'm afraid i 'm a poor talker . i 'm not comfortable talking with the people whom i have just met for the first time . that is not very good for business , so i have been studying public speaking . _eos are you more of a leader or a follower ? _eos i do n't try to lead people . i 'd rather cooperate with everybody , and get the job done by working together . _eos do you think you can make yourself easily understood in english ?",0,"yes , in most circumstances .", do you think you can make yourself easily understood in english ?,yes; circumstances
58,0,38,"what are your personal weaknesses ? _eos i 'm afraid i 'm a poor talker . i 'm not comfortable talking with the people whom i have just met for the first time . that is not very good for business , so i have been studying public speaking . _eos are you more of a leader or a follower ? _eos i do n't try to lead people . i 'd rather cooperate with everybody , and get the job done by working together . _eos do you think you can make yourself easily understood in english ? _eos yes , in most circumstances .",0,are you available for travel ?," yes , in most circumstances .",travel; available
59,0,39,"what are your personal weaknesses ? _eos i 'm afraid i 'm a poor talker . i 'm not comfortable talking with the people whom i have just met for the first time . that is not very good for business , so i have been studying public speaking . _eos are you more of a leader or a follower ? _eos i do n't try to lead people . i 'd rather cooperate with everybody , and get the job done by working together . _eos do you think you can make yourself easily understood in english ? _eos yes , in most circumstances . _eos are you available for travel ?",0,"yes , i like travelling .", are you available for travel ?,like travelling; yes
60,0,39,"what are your personal weaknesses ? _eos i 'm afraid i 'm a poor talker . i 'm not comfortable talking with the people whom i have just met for the first time . that is not very good for business , so i have been studying public speaking . _eos are you more of a leader or a follower ? _eos i do n't try to lead people . i 'd rather cooperate with everybody , and get the job done by working together . _eos do you think you can make yourself easily understood in english ? _eos yes , in most circumstances . _eos are you available for travel ?",1,"i am young , and unmarried .", are you available for travel ?,young; unmarried
61,0,39,"what are your personal weaknesses ? _eos i 'm afraid i 'm a poor talker . i 'm not comfortable talking with the people whom i have just met for the first time . that is not very good for business , so i have been studying public speaking . _eos are you more of a leader or a follower ? _eos i do n't try to lead people . i 'd rather cooperate with everybody , and get the job done by working together . _eos do you think you can make yourself easily understood in english ? _eos yes , in most circumstances . _eos are you available for travel ?",2,it 's no problem for me to travel frequently ., are you available for travel ?,travel frequently; problem
62,0,40,how long will it take us to drive to london ?,0,"i think it 's a distance of 180 kilometers from here to london , so it should be a two - hour drive on the motorway .",how long will it take us to drive to london ?,hour drive; 180 kilometers; two; think; motorway; london; distance
63,0,41,"how long will it take us to drive to london ? _eos i think it 's a distance of 180 kilometers from here to london , so it should be a two - hour drive on the motorway .",0,that 's unless there is a traffic jam .," i think it 's a distance of 180 kilometers from here to london , so it should be a two - hour drive on the motorway .",traffic jam; unless
64,0,41,"how long will it take us to drive to london ? _eos i think it 's a distance of 180 kilometers from here to london , so it should be a two - hour drive on the motorway .",1,it could take three hours .," i think it 's a distance of 180 kilometers from here to london , so it should be a two - hour drive on the motorway .",could take three hours
65,0,42,"how long will it take us to drive to london ? _eos i think it 's a distance of 180 kilometers from here to london , so it should be a two - hour drive on the motorway . _eos that 's unless there is a traffic jam . it could take three hours .",0,you 're right ., that 's unless there is a traffic jam . it could take three hours .,right
66,0,42,"how long will it take us to drive to london ? _eos i think it 's a distance of 180 kilometers from here to london , so it should be a two - hour drive on the motorway . _eos that 's unless there is a traffic jam . it could take three hours .",1,"we will be able to travel at high speeds at the beginning and end of the journey , because we will be in built - up areas .", that 's unless there is a traffic jam . it could take three hours .,high speeds; travel; journey; end; built; beginning; areas; able
67,0,43,"how long will it take us to drive to london ? _eos i think it 's a distance of 180 kilometers from here to london , so it should be a two - hour drive on the motorway . _eos that 's unless there is a traffic jam . it could take three hours . _eos you 're right . we will be able to travel at high speeds at the beginning and end of the journey , because we will be in built - up areas .",0,"so , shall we allow three hours to cover the distance ?"," you 're right . we will be able to travel at high speeds at the beginning and end of the journey , because we will be in built - up areas .",allow three hours; shall; distance; cover
68,0,44,"how long will it take us to drive to london ? _eos i think it 's a distance of 180 kilometers from here to london , so it should be a two - hour drive on the motorway . _eos that 's unless there is a traffic jam . it could take three hours . _eos you 're right . we will be able to travel at high speeds at the beginning and end of the journey , because we will be in built - up areas . _eos so , shall we allow three hours to cover the distance ?",0,ok .," so , shall we allow three hours to cover the distance ?",ok
69,0,44,"how long will it take us to drive to london ? _eos i think it 's a distance of 180 kilometers from here to london , so it should be a two - hour drive on the motorway . _eos that 's unless there is a traffic jam . it could take three hours . _eos you 're right . we will be able to travel at high speeds at the beginning and end of the journey , because we will be in built - up areas . _eos so , shall we allow three hours to cover the distance ?",1,"you have n't seen my company car , have you ?"," so , shall we allow three hours to cover the distance ?",company car; seen; n
70,0,45,"how long will it take us to drive to london ? _eos i think it 's a distance of 180 kilometers from here to london , so it should be a two - hour drive on the motorway . _eos that 's unless there is a traffic jam . it could take three hours . _eos you 're right . we will be able to travel at high speeds at the beginning and end of the journey , because we will be in built - up areas . _eos so , shall we allow three hours to cover the distance ? _eos ok . you have n't seen my company car , have you ?",0,no .," ok . you have n't seen my company car , have you ?",
71,0,45,"how long will it take us to drive to london ? _eos i think it 's a distance of 180 kilometers from here to london , so it should be a two - hour drive on the motorway . _eos that 's unless there is a traffic jam . it could take three hours . _eos you 're right . we will be able to travel at high speeds at the beginning and end of the journey , because we will be in built - up areas . _eos so , shall we allow three hours to cover the distance ? _eos ok . you have n't seen my company car , have you ?",1,let me take a look ... it 's longer than my car .," ok . you have n't seen my company car , have you ?",look ...; take; longer; let; car
72,0,46,"how long will it take us to drive to london ? _eos i think it 's a distance of 180 kilometers from here to london , so it should be a two - hour drive on the motorway . _eos that 's unless there is a traffic jam . it could take three hours . _eos you 're right . we will be able to travel at high speeds at the beginning and end of the journey , because we will be in built - up areas . _eos so , shall we allow three hours to cover the distance ? _eos ok . you have n't seen my company car , have you ? _eos no . let me take a look ... it 's longer than my car .",0,i think it 's over five meters long ., no . let me take a look ... it 's longer than my car .,five meters long; think
73,0,46,"how long will it take us to drive to london ? _eos i think it 's a distance of 180 kilometers from here to london , so it should be a two - hour drive on the motorway . _eos that 's unless there is a traffic jam . it could take three hours . _eos you 're right . we will be able to travel at high speeds at the beginning and end of the journey , because we will be in built - up areas . _eos so , shall we allow three hours to cover the distance ? _eos ok . you have n't seen my company car , have you ? _eos no . let me take a look ... it 's longer than my car .",1,i ca n't remember exactly ., no . let me take a look ... it 's longer than my car .,remember exactly; ca n
74,0,46,"how long will it take us to drive to london ? _eos i think it 's a distance of 180 kilometers from here to london , so it should be a two - hour drive on the motorway . _eos that 's unless there is a traffic jam . it could take three hours . _eos you 're right . we will be able to travel at high speeds at the beginning and end of the journey , because we will be in built - up areas . _eos so , shall we allow three hours to cover the distance ? _eos ok . you have n't seen my company car , have you ? _eos no . let me take a look ... it 's longer than my car .",2,it has a maximum speed of over 200 kilometers an hour ., no . let me take a look ... it 's longer than my car .,maximum speed; 200 kilometers; hour
75,0,47,"how long will it take us to drive to london ? _eos i think it 's a distance of 180 kilometers from here to london , so it should be a two - hour drive on the motorway . _eos that 's unless there is a traffic jam . it could take three hours . _eos you 're right . we will be able to travel at high speeds at the beginning and end of the journey , because we will be in built - up areas . _eos so , shall we allow three hours to cover the distance ? _eos ok . you have n't seen my company car , have you ? _eos no . let me take a look ... it 's longer than my car . _eos i think it 's over five meters long . i ca n't remember exactly . it has a maximum speed of over 200 kilometers an hour .",0,wow !, i think it 's over five meters long . i ca n't remember exactly . it has a maximum speed of over 200 kilometers an hour .,wow
76,0,47,"how long will it take us to drive to london ? _eos i think it 's a distance of 180 kilometers from here to london , so it should be a two - hour drive on the motorway . _eos that 's unless there is a traffic jam . it could take three hours . _eos you 're right . we will be able to travel at high speeds at the beginning and end of the journey , because we will be in built - up areas . _eos so , shall we allow three hours to cover the distance ? _eos ok . you have n't seen my company car , have you ? _eos no . let me take a look ... it 's longer than my car . _eos i think it 's over five meters long . i ca n't remember exactly . it has a maximum speed of over 200 kilometers an hour .",1,that 's fast !, i think it 's over five meters long . i ca n't remember exactly . it has a maximum speed of over 200 kilometers an hour .,fast
77,0,47,"how long will it take us to drive to london ? _eos i think it 's a distance of 180 kilometers from here to london , so it should be a two - hour drive on the motorway . _eos that 's unless there is a traffic jam . it could take three hours . _eos you 're right . we will be able to travel at high speeds at the beginning and end of the journey , because we will be in built - up areas . _eos so , shall we allow three hours to cover the distance ? _eos ok . you have n't seen my company car , have you ? _eos no . let me take a look ... it 's longer than my car . _eos i think it 's over five meters long . i ca n't remember exactly . it has a maximum speed of over 200 kilometers an hour .",2,i do n't think we will be traveling that fast on the motorway ., i think it 's over five meters long . i ca n't remember exactly . it has a maximum speed of over 200 kilometers an hour .,traveling; think; n; motorway; fast
78,0,48,"how long will it take us to drive to london ? _eos i think it 's a distance of 180 kilometers from here to london , so it should be a two - hour drive on the motorway . _eos that 's unless there is a traffic jam . it could take three hours . _eos you 're right . we will be able to travel at high speeds at the beginning and end of the journey , because we will be in built - up areas . _eos so , shall we allow three hours to cover the distance ? _eos ok . you have n't seen my company car , have you ? _eos no . let me take a look ... it 's longer than my car . _eos i think it 's over five meters long . i ca n't remember exactly . it has a maximum speed of over 200 kilometers an hour . _eos wow ! that 's fast ! i do n't think we will be traveling that fast on the motorway .",0,we ca n't ., wow ! that 's fast ! i do n't think we will be traveling that fast on the motorway .,ca n
79,0,48,"how long will it take us to drive to london ? _eos i think it 's a distance of 180 kilometers from here to london , so it should be a two - hour drive on the motorway . _eos that 's unless there is a traffic jam . it could take three hours . _eos you 're right . we will be able to travel at high speeds at the beginning and end of the journey , because we will be in built - up areas . _eos so , shall we allow three hours to cover the distance ? _eos ok . you have n't seen my company car , have you ? _eos no . let me take a look ... it 's longer than my car . _eos i think it 's over five meters long . i ca n't remember exactly . it has a maximum speed of over 200 kilometers an hour . _eos wow ! that 's fast ! i do n't think we will be traveling that fast on the motorway .",1,"if we went that fast , we would break the speed limit .", wow ! that 's fast ! i do n't think we will be traveling that fast on the motorway .,would break; speed limit; went; fast
80,0,49,so how did i do on my driving test ?,0,do you want the truth ?,so how did i do on my driving test ?,want; truth
81,0,50,so how did i do on my driving test ? _eos do you want the truth ?,0,"of course , i do .", do you want the truth ?,course
82,0,51,"so how did i do on my driving test ? _eos do you want the truth ? _eos of course , i do .",0,"well , you really did n't do all that well ."," of course , i do .",well; really; n
83,0,52,"so how did i do on my driving test ? _eos do you want the truth ? _eos of course , i do . _eos well , you really did n't do all that well .",0,how bad did i do ?," well , you really did n't do all that well .",bad
84,0,53,"so how did i do on my driving test ? _eos do you want the truth ? _eos of course , i do . _eos well , you really did n't do all that well . _eos how bad did i do ?",0,"to be completely honest , you failed your test .", how bad did i do ?,completely honest; test; failed
85,0,54,"so how did i do on my driving test ? _eos do you want the truth ? _eos of course , i do . _eos well , you really did n't do all that well . _eos how bad did i do ? _eos to be completely honest , you failed your test .",0,how ?," to be completely honest , you failed your test .",
86,0,55,"so how did i do on my driving test ? _eos do you want the truth ? _eos of course , i do . _eos well , you really did n't do all that well . _eos how bad did i do ? _eos to be completely honest , you failed your test . _eos how ?",0,there were a number of reasons ., how ?,reasons; number
87,0,56,"so how did i do on my driving test ? _eos do you want the truth ? _eos of course , i do . _eos well , you really did n't do all that well . _eos how bad did i do ? _eos to be completely honest , you failed your test . _eos how ? _eos there were a number of reasons .",0,what were they ?, there were a number of reasons .,
88,0,57,"so how did i do on my driving test ? _eos do you want the truth ? _eos of course , i do . _eos well , you really did n't do all that well . _eos how bad did i do ? _eos to be completely honest , you failed your test . _eos how ? _eos there were a number of reasons . _eos what were they ?",0,"basically , you just ca n't drive .", what were they ?,ca n; drive; basically
89,0,58,"so how did i do on my driving test ? _eos do you want the truth ? _eos of course , i do . _eos well , you really did n't do all that well . _eos how bad did i do ? _eos to be completely honest , you failed your test . _eos how ? _eos there were a number of reasons . _eos what were they ? _eos basically , you just ca n't drive .",0,can i have another try ?," basically , you just ca n't drive .",another try
90,0,59,"so how did i do on my driving test ? _eos do you want the truth ? _eos of course , i do . _eos well , you really did n't do all that well . _eos how bad did i do ? _eos to be completely honest , you failed your test . _eos how ? _eos there were a number of reasons . _eos what were they ? _eos basically , you just ca n't drive . _eos can i have another try ?",0,you can take it in a couple weeks ., can i have another try ?,couple weeks; take
91,0,60,good morning . what 's the matter with you ?,0,"good morning , doctor .",good morning . what 's the matter with you ?,good morning; doctor
92,0,60,good morning . what 's the matter with you ?,1,i have a terrible headache .,good morning . what 's the matter with you ?,terrible headache
93,0,61,"good morning . what 's the matter with you ? _eos good morning , doctor . i have a terrible headache .",0,"all right , young man ."," good morning , doctor . i have a terrible headache .",young man; right
94,0,61,"good morning . what 's the matter with you ? _eos good morning , doctor . i have a terrible headache .",1,tell me how it got started .," good morning , doctor . i have a terrible headache .",got started; tell
95,0,62,"good morning . what 's the matter with you ? _eos good morning , doctor . i have a terrible headache . _eos all right , young man . tell me how it got started .",0,yesterday i had a runny nose .," all right , young man . tell me how it got started .",runny nose; yesterday
96,0,62,"good morning . what 's the matter with you ? _eos good morning , doctor . i have a terrible headache . _eos all right , young man . tell me how it got started .",1,now my nose is stuffed up .," all right , young man . tell me how it got started .",stuffed; nose
97,0,62,"good morning . what 's the matter with you ? _eos good morning , doctor . i have a terrible headache . _eos all right , young man . tell me how it got started .",2,i have a sore throat .," all right , young man . tell me how it got started .",sore throat
98,0,62,"good morning . what 's the matter with you ? _eos good morning , doctor . i have a terrible headache . _eos all right , young man . tell me how it got started .",3,and i 'm afraid i 've got a temperature .," all right , young man . tell me how it got started .",temperature; got; afraid
